provider,model,type,scope,field,n,pass_rate,mean_abs_err,median_abs_err,mean_rel_err,p95_abs_err,mean_latency_s
openai,gpt-4.1,bandpass_response,checkpoint,cp_f1_3db_hz,15,0.3333333333333333,236.56214206198683,133.5908698044285,0.19722522106182025,569.0838318003966,1.9185983816782632
openai,gpt-4.1,bandpass_response,checkpoint,cp_f2_3db_hz,15,0.5333333333333333,275.17049795849704,112.4524334295993,0.2122264142095621,938.6001601119942,1.9185983816782632
openai,gpt-4.1,bandpass_response,checkpoint,cp_q_factor,15,0.4666666666666667,1.4706429143551627,0.8658398977497357,0.32472771789366495,5.8098077698164134,1.9185983816782632
openai,gpt-4.1,bandpass_response,final,bandwidth_hz,15,0.26666666666666666,353.08011312463543,146.3265881727234,1.4795675845206515,1165.8567889297121,1.9185983816782632
openai,gpt-4.1,bandpass_response,final,resonance_hz,15,0.2,169.3729820788034,145.63381451999294,0.13600926189419935,439.6630626086156,1.9185983816782632
openai,gpt-4.1,bode_magnitude,checkpoint,cp_mag_at_fc_db,15,0.3333333333333333,1.0957017500964255,1.1105453422001137,0.2920776459900766,2.6138359248080034,1.756925932566325
openai,gpt-4.1,bode_magnitude,checkpoint,cp_mag_at_fq_db,15,0.26666666666666666,2.7108046769360024,2.908198187727855,0.5674925403734714,6.080362698154294,1.756925932566325
openai,gpt-4.1,bode_magnitude,final,cutoff_hz,15,0.13333333333333333,177.71644039206,94.99567281121483,0.3083037424915615,400.1996718257039,1.756925932566325
openai,gpt-4.1,bode_magnitude,final,dc_gain_db,15,0.2,1.5005083965283381,1.2039604321911268,0.23395331522992446,3.1634886356136125,1.756925932566325
openai,gpt-4.1,bode_phase,checkpoint,cp_phase_deg_at_fc,15,1.0,0.0,0.0,0.0,0.0,1.5301889101664226
openai,gpt-4.1,bode_phase,final,cutoff_hz,15,0.06666666666666667,361.3782141023918,304.06981902008397,0.7550695617810297,974.0321036943176,1.5301889101664226
openai,gpt-4.1,bode_phase,final,phase_deg_at_fq,15,0.8,6.0998925558176165,3.690067525979785,0.07616008124339417,16.190067525979757,1.5301889101664226
openai,gpt-4.1,fft_spectrum,checkpoint,cp_peak_ratio,15,0.6666666666666666,0.29622263033249235,0.04058861240600198,0.06953578445275153,1.4053080624860195,1.4390132268269857
openai,gpt-4.1,fft_spectrum,final,dominant_frequency_hz,15,0.7333333333333333,9.976319541275707,10.732207580041177,0.025060015304070503,18.791296307832862,1.4390132268269857
openai,gpt-4.1,fft_spectrum,final,secondary_frequency_hz,15,0.5333333333333333,17.307256138423668,9.39003618351046,0.0357631390825808,47.27896064449038,1.4390132268269857
openai,gpt-4.1,iv_curve,checkpoint,cp_slope_ohm,10,0.7,37.77500019167007,11.23508470345007,0.042089304817900984,116.97702533809866,1.270328450202942
openai,gpt-4.1,iv_curve,final,resistance_ohm,10,0.7,37.77500019167007,11.23508470345007,0.042089304817900984,116.97702533809866,1.270328450202942
openai,gpt-4.1,iv_curve,final,turn_on_voltage_v_at_target_i,5,1.0,0.009654190280576458,0.009607637475362307,0.016210494591624963,0.017655329549217155,1.2395065784454347
openai,gpt-4.1,spectrogram,checkpoint,cp_duration_s,15,0.7333333333333333,0.07723519428662907,0.08564226180161327,0.03135569068096447,0.15516751135304985,1.7409306208292643
openai,gpt-4.1,spectrogram,final,f1_hz,15,1.0,10.220055262324044,9.999335633338376,0.047939294214984766,19.713586332964493,1.7409306208292643
openai,gpt-4.1,spectrogram,final,f2_hz,15,0.8666666666666667,37.02176069766788,14.105689225303877,0.038699870093876806,181.28757354932648,1.7409306208292643
openai,gpt-4.1,spectrogram,final,switch_time_s,15,1.0,0.051691010739260926,0.03829246036177092,0.04793685942488881,0.11682718485443881,1.7409306208292643
openai,gpt-4.1,step_response,checkpoint,cp_band_lower,15,1.0,0.0,0.0,0.0,0.0,2.522563441594442
openai,gpt-4.1,step_response,checkpoint,cp_band_upper,15,1.0,0.0,0.0,0.0,0.0,2.522563441594442
openai,gpt-4.1,step_response,checkpoint,cp_peak_time_s,15,0.9333333333333333,0.09841860040652789,0.04304783092324804,0.10165917322820357,0.3123389848276209,2.522563441594442
openai,gpt-4.1,step_response,checkpoint,cp_peak_value,15,1.0,0.0170906403962519,0.015778575526352645,0.007836495040676177,0.0455825516441036,2.522563441594442
openai,gpt-4.1,step_response,final,percent_overshoot,15,0.9333333333333333,1.0869407941033606,0.8579411272767903,0.2990832486565385,2.514116521918214,2.522563441594442
openai,gpt-4.1,step_response,final,settling_time_s,15,0.8666666666666667,0.20905932435918284,0.17397634212920843,0.15738621839685324,0.4887503736975293,2.522563441594442
openai,gpt-4.1,step_response,final,steady_state,15,1.0,0.0,0.0,0.0,0.0,2.522563441594442
openai,gpt-4.1,time_waveform,checkpoint,cp_duty,4,0.25,0.13037483169550085,0.14215983108285085,0.22825931180433084,0.21304483940965988,1.9616296291351318
openai,gpt-4.1,time_waveform,checkpoint,cp_period_s,15,1.0,0.004105887630301049,0.00247599040682813,0.14654100183560947,0.011562867695662147,1.809657589594523
openai,gpt-4.1,time_waveform,checkpoint,cp_vmax_v,15,0.9333333333333333,0.0855990865098437,0.03420477417013568,0.026978423483835855,0.26621188599706325,1.809657589594523
openai,gpt-4.1,time_waveform,checkpoint,cp_vmin_v,15,0.9333333333333333,0.0855990865098437,0.03420477417013568,0.026978423483835855,0.26621188599706325,1.809657589594523
openai,gpt-4.1,time_waveform,final,frequency_hz,15,0.26666666666666666,12.31276265151605,7.96144344597959,0.1946067432267625,49.81734564920133,1.809657589594523
